subject_id	property_id	property_label	property_description	property_uri	object_id	subject_qid	property_pid	object_qid	reference_uri	reference_supporting_text	reference_date	property_term	subject_type	object_type	subject_term	object_term	prevalence	curation_evidence	curation_date	curator_uri	comments
CHEBI:506227	skos:exactMatch	exact match			HMDB:HMDB00215	Q27225758	P2888	Q27225758	https://www.ncbi.nlm.nih.gov/pubmed/16237703	N-Acetyl-D-Glucosamine (N-acetlyglucosamine) is a monosaccharide derivative of glucose. Chemically it is an amide between glucosamine and acetic acid. A single N-acetlyglucosamine moiety linked to serine or threonine residues on nuclear and cytoplasmic proteins -O-GlcNAc, is an ubiquitous post-translational protein modification. O-GlcNAc modified proteins are involved in sensing the nutrient status of the surrounding cellular environment and adjusting the activity of cellular proteins accordingly. O-GlcNAc regulates cellular responses to hormones such as insulin, initiates a protective response to stress, modulates a cell's capacity to grow and divide, and regulates gene transcription. In humans, it exists in skin, cartilage and blood vessel as a component of hyaluronic acid, and bone tissue, cornea and aorta as a component of keratan sulfate.	2006-01-01	sameAs	chemical compound	chemical compound	GlcNAc	GlcNAc		http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:506227	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	rdfs:seeAlso	see also			DrugBank:DB00141	Q27225758	P715	Q284367				xref	chemical compound	pharmaceutical drug	GlcNAc	GlcNAc		http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:506227	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:17411	skos:exactMatch	exact match			DrugBank:DB00141	Q284367	P2888	Q284367				sameAs	pharmaceutical drug	pharmaceutical drug	GlcNAc	GlcNAc		http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:506227	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			GO:0006040	Q27225758	P682	Q21136023				BioFunction	chemical compound	biological_process	GlcNAc	Component of Aminosugars metabolism		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			GO:0006536	Q27225758	P682	Q14873651				BioFunction	chemical compound	biological_process	GlcNAc	Component of Glutamate metabolism		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			GO:0018146	Q27225758	P682	Q21102399				BioFunction	chemical compound	biological_process	GlcNAc	Component of Keratan sulfate biosynthesis		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			GO:0035528	Q27225758	P682	Q22281219				BioFunction	chemical compound	biological_process	GlcNAc	Component of N-Glycan biosynthesis		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			FOODON:03401298	Q27225758	P680	Q645858				BioFunction	chemical compound	molecular function	GlcNAc	Dietary supplement		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			CHEBI:27027	Q27225758	P680	Q531507				BioFunction	chemical compound	molecular function	GlcNAc	Micronutrient		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			GO:0005737	Q27225758	P681	Q79899				located	chemical compound	cell component	GlcNAc	Cytoplasm		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			GO:0016020	Q27225758	P681	Q14349455				located	chemical compound	cell component	GlcNAc	Membrane		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			GO:0005764	Q27225758	P681	Q83330				located	chemical compound	cell component	GlcNAc	Lysosome		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			UBERON:0000178	Q27225758	P681	Q7873				located	chemical compound	anatomy (biofluid)	GlcNAc	Blood		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			UBERON:0001913	Q27225758	P681	Q22728				located	chemical compound	anatomy (biofluid)	GlcNAc	Breast Milk		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			UBERON:0001988	Q27225758	P681	Q496				located	chemical compound	anatomy (biofluid)	GlcNAc	Feces		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			UBERON:0001836	Q27225758	P681	Q155925				located	chemical compound	anatomy (biofluid)	GlcNAc	Saliva		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			UBERON:0001088	Q27225758	P681	Q40924				located	chemical compound	anatomy (biofluid)	GlcNAc	Urine		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			UBERON:0000160	Q27225758	P681	Q9639				located	chemical compound	anatomy (tissue)	GlcNAc	Intestine		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			UBERON:0000345	Q27225758	P681	Q187388				located	chemical compound	anatomy (tissue)	GlcNAc	Myelin		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			CL:0000233	Q27225758	P681	Q101026				located	chemical compound	anatomy (tissue)	GlcNAc	Platelet		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	BFO:0000050	is part of			UBERON:0002367	Q27225758	P681	Q9625				located	chemical compound	anatomy (tissue)	GlcNAc	Prostate		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q9Y223	Q27225758	P129	Q21106661				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:P51606	Q27225758	P129	Q22677897				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:O60909	Q27225758	P129	Q21108255				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:P15291	Q27225758	P129	Q21112774				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:P07686	Q27225758	P129	Q5629497				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:P06865	Q27225758	P129	Q21120577				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q9UJ70	Q27225758	P129	Q21105246				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q9BZP6	Q27225758	P129	Q21100758				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q9UK23	Q27225758	P129	Q22678770				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q13231	Q27225758	P129	Q21117216				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:O60512 	Q27225758	P129	Q21108250				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:O60513	Q27225758	P129	Q21112769				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:P54802	Q27225758	P129	Q22678008				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:P61626	Q27225758	P129	Q21114915				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q8WZA1	Q27225758	P129	Q21133271				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q6UWQ5	Q27225758	P129	Q21122346				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q7Z4W2	Q27225758	P129	Q21122348				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q96QH8	Q27225758	P129	Q21122354				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:O75951	Q27225758	P129	Q21122344				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:P36222	Q27225758	P129	Q21117210				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q15782	Q27225758	P129	Q21117212				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q8WVB3	Q27225758	P129	Q21120600				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:O60502	Q27225758	P129	Q22676717				interacts	chemical compound	protein (enzymes)	GlcNAc			http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			GO:0097316	Q27225758	P682	Q22273441				participates	chemical compound	biological process	GlcNAc	cellular response to N-acetyl-D-glucosamine		https://scigraph-ontology.monarchinitiative.org/scigraph/graph/neighbors/CHEBI:506227	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			GO:0097315	Q27225758	P682	Q22273440				participates	chemical compound	biological process	GlcNAc	response to N-acetyl-D-glucosamine		https://scigraph-ontology.monarchinitiative.org/scigraph/graph/neighbors/CHEBI:506227	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0000087	has role			CHEBI:78366	Q27225758	P2868	Q29994324				has biological role	chemical compound	biological role	GlcNAc	EC 2.7.1.1 (hexokinase) inhibitor		http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:506227	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0000087	has role			CHEBI:76969	Q27225758	P2868	Q29994327				has biological role	chemical compound	biological role	GlcNAc	bacterial metabolite		http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:506227	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:P00811	Q27225758	P129	Q24138857				interacts	chemical compound	protein (enzymes)	GlcNAc			https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL240524	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:P27695	Q27225758	P129	Q22676734				interacts	chemical compound	protein (enzymes)	GlcNAc			https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL240524	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:O75874	Q27225758	P129	Q21116029				interacts	chemical compound	protein (enzymes)	GlcNAc			https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL240524	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002434	interacts with			UniProt:Q6P4F1	Q27225758	P129	Q21110287				interacts	chemical compound	protein (enzymes)	GlcNAc			https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL240524	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			KEGG-path:map00520	Q27225758	P361	Q30032774				participates	chemical compound	pathway	GlcNAc	Amino sugar and nucleotide sugar metabolism		http://www.hmdb.ca/metabolites/HMDB00215	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			KEGG-path:map00520	Q27225758	P361	Q30032774				participates	chemical compound	pathway	GlcNAc	Amino sugar and nucleotide sugar metabolism		http://www.genome.jp/dbget-bin/www_bget?cpd:C00140	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			KEGG-path:map01100	Q27225758	P361	Q30032846				participates	chemical compound	pathway	GlcNAc	Metabolic pathways		http://www.genome.jp/dbget-bin/www_bget?cpd:C00140	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			KEGG-path:map02010	Q27225758	P361	Q30032872				participates	chemical compound	pathway	GlcNAc	ABC transporters		http://www.genome.jp/dbget-bin/www_bget?cpd:C00140	05-18-2017	http://orcid.org/0000-0003-0169-8159	
CHEBI:506227	RO:0002331	involved in			KEGG-path:map02060	Q27225758	P361	Q30032881				participates	chemical compound	pathway	GlcNAc	Phosphotransferase system (PTS)		http://www.genome.jp/dbget-bin/www_bget?cpd:C00140	05-18-2017	http://orcid.org/0000-0003-0169-8159	
